apresiasi,kritik,ulasan
0,1,scan barcode kolaborasi pedulilindungi tidak bisa guna untuk versi baru di perangkat xiaomi reddmi 4 prime padahal scan langsung aplikasi lain yg kolaborasi dengan peduli lindung bisa tolong tindak lanjut kalo saya uninstall aja kalo gak bisa pakai
1,0,asli ini aplikasi lengkap banget kita bisa dapetin info paling ter-update sekaligus tentang ibukota jakarta dan kita bisa bantu report perihal masalah yg sekira nya ganggu nyaman sama dan langsung di proses lebih lanjut ke team kait
0,1,mau aju mohon ubah data tp register error terus
0,1,tetap ambil nomer antri untung dateng lebih awal jadi masih dapet nomer kalau telat nomer antri habis aplikasi ini ga guna di tkp guna hanya untuk cek mana ada lokasi vaksin itu sering banget ga sinkron di tkp ada kuota di aplikasi jaki gada kuota bagai contoh hari ini jumat 13 08 21 ada vaksin dengan 1000 kuota di grand cakung selebaran sudah beri ke masyarakat sejak tgl 10 lalu alfa indomart namun di aplikasi jaki ga tera sejak tgl 10 juga aneh
0,1,guna android versi 7 1 tidak dapat isi form pilih domisili dan hubung unduh dengan milik bangun untuk unduh e-sppt pbb mohon tinjau kembali harus aplikasi milik pemda dapat kompatibel dengan android versi 6 7 8 9 dan yang lebih tinggi
0,1,saya install aplikasi ini pada tgl 30-7-2020 sy harap bisa bkin kia dan pas sy isi data untuk daftar kenapa no kk saya tdk ada d database pdhal saya bikin kk lagsung ke kantor kec kel rt rw hrsnya no kk saya ada dong tdk sampai tdk ada di database tolong baik terima kasih
0,1,dulu daftar bpum di apk ini ga terima nyesel bgt pas tetangga daftar lewat sabakota ga ke apk malah bisa ini sebenernya nya ada yg bener2 ngecheck gabsih ga tau apa yaa kita lg butuh bgt sampe skrg pgn daftar ulang pun ga bsa nyeseelll pdhl status ada temu
1,0,pertamakali pake aplikasi ini sangat mudah sekali dan beri manfaat bagi saya dlm hal urus pindah domisili jd tidak perlu ke disdukcapil utk cabut berkas makas admin
0,1,hampir minggu ini login aplikasi error terus mau urus urus data jadi susah nyata oh nyata aplikasi nya bakal tutup sama pusat balik lagi harus tatap muka untuk urus urus data duduk nya heran banget dah udah bikin mudah dan maju sama teknologi eh sekarang suruh balik lagi kaya dulu urus data nya
0,1,kurang efektif gimana kalo rw nya gagagl teknology pasti bodo amat sembako alah sasar aja susah ngadunya sembako lama rakyat di kerjain perintah mulu
0,1,utk terang warga miskin baik ganti masyarakat hasil rendah seperti mula
0,1,selalu muncul notifikasi tidak ada koneksi internet padahal internet lancar ganggu input data malah sulit untuk isi data login dan proses lain kalau masih ngebug mending jangan dulu dilaunching baik dulu bugnya supaya telah dilaunching appsnya tidak banyak masalah
0,1,saya waktu itu sudah registrasi untuk aplikasi ini dan sudah login saya logout waktu itu dan saya coba login kembali tetapi dari kemarin saya ingin login ke aplikasi ini kenapa tidak bisa ya mohon bantu terimakasih
0,1,assamu alaikum wr wb saya nasrudin ketua rw 021 desa karangraharja kec cikarang utara kab bekas saya saran tiap tampil ketua rw nya kalau bisa di muncul nomor hp nya supaya ada komunikasi dgn ketua rw soal nomor telpon penting sekali terima kasih
0,1,bintang 3 dlu soal pernah daftar bikin surat mati gak ada notifnya moga yang ini bisa kalau bisa tak kasih bintang 5 segera direspon gih soal kami kaum awam masihh bingung blong koplong
0,1,gak bisa daftar akun kok minta update susah banget daftar akun padahal penting banget ya weslah
1,0,sangat mudah di guna manfaat sekali bagi saya yg sulit urus ke kantor langsung karena sibuk di tempat kerja moga tetap baik dan makin mudah kita yg ingin urus data duduk dll
0,1,aplikasi sapa warga sapa rw mungkin bisa di baik biar semua warga bisa partisipasi saya mau buat aju karena banyak warga yang tidak terima bantu tepat sasar tapi sia2 dan sulit
1,1,sangat bantu sekali dalam hal layan publik khusus kota tangerang tetapi mohon tepat sasar dalam urus administrasi apa dan mudah tanpa harus bolak balik ke instansi kait mohon alokasi dgn benar
0,1,baru daftar tidak bisa login ada terang silah guna perangkat asli untuk guna aplikasi ini tolong baik aplikasi mungkin tidak support untuk versi android baru payah
1,0,aplikasi kren manju terus kota jambi
1,0,sangat mudah dan transparan
0,1,selamat pagi min saya baru download aplikasi tetapi saya ga bisa register di keteranganya nik saya sudah daftar padahal saya belum pernah register sama sekali bagaimana cara untuk mperbaiki masalah ini min
0,1,tambah lagi adu pungut liar rt rw aparat marak oknum rt rw aparat macam gt baru saya kasih bintang 5 semangat bangun surabaya aman dan nyaman
1,0,apk keren sangat bantu sekali efektif dan terimakasih
1,0,aplikasi ini sangat bantu sekali sehingga saya pun bisa bantu tetangga yang ingin urus administrasi duduk sangat mudah proses nya asal berkas yg di upload sesuai dengan kriteria
1,0,alhamdulillah vaksin dosis 1 saya sudah hasil ada sertifikat vaksin proses cepat dan juga daftar lewat aplikasi jaki mudah dan proses cepat yang penting nik ktp dan nomor telepon yg benar supaya proses cepat apabila ada keluh pun cepat di tanggap terima kasih aplikasi jaki pokok tahan kualitas aplikasi jaki is the best
0,1,gaguna daftar sangat susah sudah isi lengkap tapi time out teruss
1,0,sangat suka sangat bagus dan sangat bantu dengan ada aplikasi salam ini proses mudah dan cepat tahan dan tingkat
0,1,android gak bisa
0,1,udah daftar suruh aktivasi ulang udah kirim pesan operator nya online tapi gak ada responnya 3 hari tunggu ga di acc niat ga sih
0,1,aju pindah keluar telah selesai dapat di download di menu dokumen di halaman utama tapi eh kok zonk yah tidak ada data ini gimana yah notif nya kirim tapi data tidak trus mana harus download surat pindah nya kok malah lebih ribet daripada urus manual datang langsung ke kantor
0,1,apakah servernya erorr ya saya baru daftar tapi ndak bisa trs mohon jelas
0,1,aplikasi tdk bisa buka tolong baik lg
0,1,tidak ada tanggap lebih lanjut lama utk proses
1,0,saya sangat senang dgn aplikasi ini saya sdh rasa manfaat harap seluruh kota d indonesia punya aplikasi seperti ini yg bisa atas pungli o iya lama ngurus surat d kota jogja saya tdk pernah temu pungli sangat puassss
0,1,udh punya akun kok di minta login lagi sih pas update mana ribet banget lgi harus masukin foto ktp segala coba dong di perbaikin lagi jadi gak puas pake ini aplikasi padahal cuma ken liat info lowong kerja doank
0,1,kalo bisa juga bisa utk kirim video dan gambar dari obyek lapor
0,1,saya mau tanya bagaimana yah minta soft file untuk kk yg rusak atau tidak baca
0,1,knp aplikasi tiba2 logout sendiri ya padahal belum udh ada pemberitahuan perihal aju akte ko tiba2 logout sendiri terus skrg ga bisa buka sama sekali malah terus2an error mohon bantu terimakasih
0,1,apknya ga bisa dipake kalo mau klik link selalu ga buka tolong di baik lagi apknya
0,1,aplikasi tidak guna pada akhir nya di arah ke wa dan tidak ada respon di wa yang lain sudah guna full aplikasi langsung isi dan upload berkas
1,0,aplikasi sangat manfaat dan tugas ramah komunikatif
0,1,banyak layan tapi pas mau di buka mesti download apk lain lagi yg sangkut helloooo apa gak bisa bikin satu apk banyak fungsi baik lah cuma pikir ajah sih buat apa instal tangerang live klau mau gunain fitur yg ada mesti download lagi apk dukung
0,1,aplikasi aneh waktu itu sy pindah alamat sy cek di aplikasi ktp tidak daftar blm cetak gilir sy cek di website disdukcapil ktp sudah jd dan tinggal ambil camat
0,1,maaf saya kasih bitang 1 kami keluarga aga kecewa jadwal vaksin pun tidak jelas sudah tera di apl ini dan di kartu vaksin tanggal lalu ubah dan bilang sudah di sms telah di cek tidak ada sms atau pemberitahuan
0,1,min knp mau cek layan contoh dtks duduk kan lama ya loginn udh login msh aj d suruh login lg pake email fasword udh d ksh masukny ke smart ctiy bukan layan yg mau d tuju gmn tuh min solusi
0,1,tiap daftar pas pilih faskes kuota penuh terus udah ganti camat dsb pun ga bisa bahkan tengah malem pun jam 00 30 coba daftar kirain bisa nyata ga bisa coba daftar di hp suami bahkan tetangga pun tetep ga bisa alesannya kuota penuh terus masa iya berhari2 penuh terus
0,1,saya kasih bintang 3 karena ada kendala saat mau bikin kartu kuning sama ubah foto di profil malah keluar dari aplikasi tolong dong di baik biar lebih lancar dan bagus lagi buat depan jadi saya gabisa lamar kerja kalo gabikin kartu kuning
0,1,saya download ini untukdaftar vaksin pertama di sini selang saya daftar dapet notifikasi untuk me restart hp udah saya lakuin ada kali sampe 5 kali tapi blm ada konfirmasi kena status jadwal vaksin saya tapi notifikasi untuk restart terus muncul aneh
0,1,aplikasi harap ada tempat untuk chating langsung dengan costumer service atau bagi kait untuk nyak hal hal yang tidak di erti atau misal akan ada salah dalam tulis di alamat dll
0,1,untuk survei ketika ganti akun lain harus instal ulang dulu nama akun di profil dan nama saat survei beda saat kita masuk di akun yang dua nama akun saat survei tidak ubah masih akun yg pertama kali login mohon baik telah update keluar2 sendiri
1,0,bismilah aplikasi yg bagus bantu saya buat kia anak jadi mudah tingkat terus layan untuk masyarakat dulu saya bikin akte salah 1 huruf padahal contoh sudah benar dan harus rangkai syarat untuk baik sekarang lebih mudah walaupun nama anak saya ga bisa di ganti mudah2 arti sama baik dengan apa yg kami harap
0,1,hati kalau mau lapor sesuatu di sini nyata tidak bisa jaga privasi tuju lapor untuk baik namun nyata jadi selisih lebih besar karena egois ketua rt rw-nya
1,1,untuk aplikasi bagus tapi tolong di tambah beberapa stasiun tv misal adi tv jogja tv kresna tv dan stasiun televisi yg ada di diy
1,0,aplikasi sangat bantu aju mudah pemrosesan lumayan cepat tingkat terus demi mudah layan masyarakat
0,1,admin tolong tambah fitur cari data filter di verifikasi jadi biar lebih mudah karena urut tidak sesuai tidak rurut sesuai rt rw terimakasih
1,0,untuk sementara ok iring dengan jalan waktu
0,1,moga tingkat layan pada aplikasi karena masih banyak fitur yg tidak sedia dan bug yg ganggu
1,0,sangat bantu aplikasi ini
0,1,saya sdh wa utk ubah c1 sdh minggu ubah nya blm jg kirim baik lewat wa atau email saya komplain lewat wa yg sama ttp tdk ad respon paksa saya dftar lg utk ubah ktp dan c1 lg lwat fitur jss pun jg akhir wa lg dan wa lg seperti muter2 saja
0,1,kontrol jd mudah tidak hrs ngantri terlalu pagi
1,0,inspirasi
1,1,sangat bantu tetapi susah login
0,1,mau daftar vaksin buat adik saya di aplikasi jss udah login udah klik tombok vaksinasi suruh daftar lewat wa nah udah di wa malah di suruh daftar lewat aplikasi jss lagi buka aplikasi jss juga sering eror eror terus njok masyarakat kon kepiye saya bagai warga sangat kecewa dengan aplikasi jss bukan mudah masyarakat lain malah sulit mohon lebih di baik lagi sekian kritik dari saya moga di lihat di dengar dan di laksana untuk baik aplikasi matur suwun
1,0,maaf mau tanya kalau untuk baik e ktp yg rusak buram bisa pakai apk ini atau lsg ke kantor pemkot terimakasih belum moga kota cimahi makin maju
0,1,aplikasi kentang coba daftar vaksin bilang nik gak sesuai padahal ud bener masukin data gilir data masuk tgl vaksin gak bisa buka gilir klik tgl suruh masukin data ulang lagi asli kentang banget berkali2 masukin data
1,0,saya rasa bantu atas ada aplikasi warga ini team operasional sangat tanggap bantu jelas cara detail keluh saya terimakasih banyak from rizanurfauzia
1,0,aplikasi mudah guna sangat bantu proses relatif cepat layan bagus
1,1,fitur sudah makin lengkap tetapi masih loading lama
0,1,aplikasi apa coba di guna tidk bisa sedang di baik kok ampe sethun klo ga niat bikin app gausah bikin nyusahin
1,0,bagus dan sangat bantu jauh ini belum ada kendala dalam pengguan aplikasi
0,1,tolong untuk adminnya jangan tengah kerja sudah banyak keluh yang jadi bagi guna aplikasi ini mulai dari kartu kuning mohon bansos bahkan pasang photo profil aja ada yang ga bisa cari adminnya yang kompeten dan tanggung jawab jangan dar ada aplikasi lalu sudah di anggap hasil check juga dalam kendala guna aplikasi apakah ada trouble moga dengan curah kami sini jadi tingkat dan bukan hanya dar permborosan kuota
0,1,ini benar aplikasi baru apa kembang saya sdh punya akun di tangerang live belum namun ketika upgrade ke versi baru mesti login ulang namun pas login pakai akun lama nyata akun tidak daftar padahal aplikasi ini buat tuju mudah bukan sulit maaf jika saat ini bintang 1 namun jika bisa baik dalam hal login akan saya ubah nilai
0,1,aplikasi gk bisa buka apa karena hari minggu ya
1,1,mantab tambah maju depok ku sedikit masuk lebih bagus lagi tambah fitur tanya jawab online jadi bila ada warga depok yg masih bingung belum jelas dengan info bisa tanya langsung ke fitur chat online email ke customerservice sama tambahin lagi fitur untuk cek status nik kk pbb sim stnk dan lain2 biar waga depok khusus nya maap pinggir kayak saya parung ga repot2 ama jauh2 untuk cari info surat2 harga tinggal 1x klik ada semua terimakasih
0,1,ini aplikasi nga jelas dan aneh mau daftar vaksin ke 2 semua lokasi tidak ada kuota padahal sdh cek di kuota vaksin masih ada cari admin nya yg fungsi malah robot bingung
0,1,ga kepake jadi buang buang waktu udh daftar online udh setting wktu dan tanggal pas sampai tkp kuota habis lhaa gimana cerita bukan mudah malah main
0,1,mau daftar gagal terus jawab selalu username dah daftar padahal belum pernah daftar
0,1,vaksin gratis mau daftar aja susah dateng ke puskesmas kata suruh daftar dulu lewat jaki udah daftar dari 3 hari belum terang suruh nunggu 1x24 jam nyata udah sampe 3 hari belum juga jadwal kenapa harus daftar kewat aplikasi sih kalo nyata aplikasi ga fungsi ampunnnn niat vaksin aja ribed
0,1,beberapa hari yg lalu udah sempat bisa masuk dan upload beberapa dokumen dan status nya aju tunggu lalu 2 hari yg lalu ada notifikasi aju telah selesai tapi sampai skr ketika login selalu error tidak dapat hubung ke server dan suruh periksa koneksi internet padahal koneksi internet lancar dan normal
0,1,aplikasi gak jelas tiap update software ke logout sendiri dan gak bisa masuk lagi udah 2x kaya gin jadi males sumpah
1,0,oke
0,1,aplikasi susah di buka bukan 1 atau 2 x sering baru daftar akun jaki
0,1,sangat tidak manfaat dan tidak untung tuk semua yang guna apk ini daftar skrg dan dapat jadwal 2 hr telah nya karna itu udah otomatis gak bisa putus sendiri sampa hari h kalah sama urut yg gak pakai apk hanya dngn sampai dluan dan bsa daftar di tempat hari itu juga luar biasaaaa tanya nya jadi untuk apa apk ini hah
0,1,layan buruk apk jelek cimahi not smart
0,1,terlalu ribet kalo di aplikasi si benar sangat praktis pis mohon mudah untuk warga yg bodo seperti saya hatur nuhun
0,1,sangat kecewa aplikasi sangat lambat padahal jaring sedang normal dan aplikasi pun baru di download belum sama sekali ada cache tidak user friendly tolong untuk baik karena adik saya butuh hasil tes dari aplikasi ini yang tugas oleh sekolah
0,1,tiga dulu belum bisa di paham dan masih sulit belum bikin simpel dan mudah
1,0,mantap update terus ada baru
1,0,cepat dan akurat
0,1,aplikasi error terus dan no respon sidak kepada terima bansos yg langgar tentu utama jabat jabat ke rt an
0,1,aplikasi terlalu banyak eror tidak bisa daftar online
0,1,mau imunisasi aja ribet bgt skrg udh wa ke pihak puskesmas di aluhkan ke aplikasi nanya cara daftar buat imunisasi biar di pandu untuk daftar karna baru pertamakali dan ga ngerti ga di gubris nyoba nyoba klik menu di aplikasi sekali nya bisa layan tutup anjir lah ga jelas bege
0,1,aplikasi ga guna status selesai nyata sama aja
0,1,memang aplikasi ini sekarang udah di setting agar warga surabaya yang buat lapor sulit agar bobrok tidak tahu atas
0,1,dear admin pasca di update ke v 6 1 28 aplikasi tanglive pada gawai saya tidak fungsi sempurna aplikasi buffering terus loading tanpa bisa masuk ke tampil muka interface dashboard aplikasi hal apa yang jadi mohon di informasi hal ini sdh saya email ke ke kontak developer juga mohon responnya
