ulasan,apresiasi,kritik
   bantu berkat masyarakat jambi jadi lihat kondisi lintas cara real - time pihak polisi bantu tiap jadi rusuh celaka langsung lihat saran pihak kembang depan mampu baca qr transportasi sikoja tahu estimasi jalan tuju harap stabil  ,1,1
  cctv akses segera baik  ,0,1
  baru buka website dukcapilnya lengkap fitur searching syarat   akta lahir temu  ,0,1
  harap perhati loadingnya lama ujung ujung hasil mohon baik cepat mungkin  ,0,1
  bnyak bug khusus cctv  ,0,1
  mohon baik cepat orang mahasiswa milik kendara sendiri harap cepat bus kota jambi tuju bantu  ,0,1
  menginstal dapat buka selalu force close beberapa loading screen pertama buka  ,0,1
  cctv daerah lorong lampu jalan jalan tikus utama titik kordinat telanaipura sipin coba pasang pak rawan karna jalan pintas kriminal kabur motong jalan pintas  ,0,1
  cctvnya banyak akses baik benar  bantu warga kota jambi  ,0,1
  kerrreeen benah koja ku makin mantap saran tambahin cctv akses semua cctvnya busa lihat overall cool  ,1,1
  saran bae pak bos kalau perlu tambah cek tagih pdam listrik pajak kendara kasih bintang 4 dulu  ,0,1
  menu didik mendownload   memori penuh  ,0,1
  mhon maaf sekarang uninstall buka loding mhon segera baik  ,0,1
  nge bug masuk selalu keluar sendiri  ,0,1
  kalau cctv tambah putar waktu lihat jadi  ,0,1
  semenjak - update fiturnya banyak akses  ,0,1
  bagus saran   layan publik sehat kalau isi  jangan  cmn nomor darurat nama alamat rumah sakit layan bpjs situ ikan saran kritik rmh sakit sebut publik dpt tahu berapa cepat layan rumah sakit sebut kalau sim keliling jalan kalau jln tambah layan publik   tempat pangkal sim keliling   samsat tambah jam tutup kantor syarat   urus  ,0,1
  upgrade fasilitas cctv  ,0,1
  cctv mati berita banyak berita lama update  ,0,1
  info tagih kok skrg muncul  ,0,1
  keren nyangka jambi punya kayak begini mudah dong nyari wifi gratis  ,1,0
  kalau banyak area live cctv ny mungkin jadi lbh bagus tambah live cctv area simp jelutung adipura  ,0,1
  kalau tambahin   layan ngecek nik kk ktp laku informasi cek nik kk ktp seluruh provinsi jambi terima kasih  ,0,1
  kalau mungkin smp batas kota tlang bakung eka jaya jadi rasa nyaman wisata   transportasi sikoja  ,0,1
  cctvnya bantu suka update cctvnya zoom  ,1,1
  perlu dioptimslkan   cctv kadang conex  ,1,1
  kompatibel android 12  ,0,1
  suka  senang murah murah gojek grab  ,1,0
  coba seluruh wilayah kota jambi connect cctv lbih bagus  ,0,1
  sikoja bagus sekali bantu lihat cctv  ,1,0
   bantu video kadang buka  ,1,1
  lumayan live cctv simp bi kok fungsi tempat  krusial simp jelutung simp bata depan wtc arah ancol simp kawat simp rimbo tempat penting kok perhati  ,1,1
  kok live cctv buka keluar tulis china  ,0,1
  tempat ibadah ny lengkap vihara vihara beri tau kelenteng vihara beda mohon baik  ,0,1
  sampah tiap masukin nik pernah wasting  ,0,1
  mantap gan  terima kasih  banyak informasi  ,1,0
  si mintak baru bingung jadi pusing  ,0,1
  keluar sendiri akhir akhir  ,0,1
  mantap cukup bantu informasi  ,1,0
  lumayan baik bagus warga jambi  ,1,0
  mantap buka informasi moga makin baik kota jambi maju  ,1,0
   manfaat tahu informasi kota jambi  ,1,0
  tambah cctv banyak  ,0,1
  baik peta sebar derita covid - 19 detail masyarakat antisipasi   kurang aktivitas daerah sebut  ,0,1
  dong ditambahin cctv utama simpang tanjung lumut  ,0,1
  store ya jadi pake iphone download  ,0,1
  mohon cctv akses  ,0,1
  bagus saran pak kalau tiap kantor lurah puskesmas kantor walikotanya   live jadi rakyat tau pak lurah camat hadir  ,1,1
  dperhatikan lampu jln smpg rimbo bnyak mati hidup sblah byar ppj trma ksh  ,0,1
  cctv rusak semua y  ,0,1
  cctv banyak aktif  ,0,1
  cctv simpang pulai bundar museum tanai  ,0,1
  fitur - fitur chat operator polres dishub biar adu masyarakat bsa direspon dg cepat  ,0,1
  tambah cctv  ,0,1
  cctv  eror  update  ,0,1
  bagus kamera cctv bantu  ,1,0
  buka bis  ,0,1
  ngecek tagih air kata work from home  ,0,1
  saran medsos twitter dong update berita mgkin tambah media jambi cara online layan transportasi online kayak gojek grab satu sisi umkm mitra   gojek grab perlu tambah  ,0,1
    layan bus kapsul trans koja mohon tambah halteny arah jembatan aurduri 1 dunk tks  ,0,1
  keren sedikit saran cctv live ny tambah cctv daerah rawan celaka daerah rawan jahat  ,0,1
  bagus kali koja trans mnlantap  ,1,0
  bagus bagus   lapor anonim   jamin rahasia aman si lapor  ,1,1
  informasi berita kurang update  ,0,1
  moga kota jambi makin maju mantap  ,1,0
  hampir speechless liat live cctv langsung delay 1 menit sukses moga masyarakat kota jambi  ,1,0
  sdmoga makin maju cepat uodate  ,1,0
  pak cctv buka  ,0,1
  akses  ,0,1
   bantu informasi sebar covid 19 kota jambi  ,1,0
  perlu kembang  ,0,1
  semga depan jambi makin keren smga korup  ,1,0
  keren  ,1,0
  banyak cctv om  ,0,1
  ap neee pantau cctv na kok muter2 liat berita aj  jangan 2 tdr cctv liat subuh2kalimantan liat  ,0,1
  keliling kota jambi   aman nyaman ekonomis  ,1,0
  tiap minta baru  ,0,1
  kalau tiap jalan rawan pak  ,0,1
  kota jambi mantap  ,1,0
  kurang lengkap cctv  ,0,1
   manfaat masyarakat kot jambi umum welove fasha  ,1,0
  info covid kurang update kena peta sebar jumlah pdp  ,0,1
   manfaat sekali  ,1,0
  semga depan sikoja makin mantap jambi maju lgi  ,1,0
  si kesal eror nih  ,0,1
  mantap manfaat  ,1,0
  lapor selalu gagal  ,0,1
  kren manju kota jambi  ,1,0
  sekarang   buka  ,0,1
  kok ngecek pdam bayar kagak  ,0,1
  bravo pak fasha keren  ,1,0
  ckup bantu nian trmksh  ,1,0
  siap bantu jadi kota jambi menjadu kota jambi smart city  ,1,0
  sangaf bantu  ,1,0
   sekali  ,1,0
   bantu warga kota jambi  ,1,0
  jls ni   tagih dbayar 2 minggu yll info tagih   dhapus bikin  orang  jadi streess bgm seeh  ,0,1
  cctv tambah  ,0,1
  manfaat  ,1,0
  jadwal sholat hilang  ,0,1
  baik  ,0,1
    lapor kok gagal  ,0,1
  jambi luar biasa  ,1,0
   bantu masyarakat kota jambi  ,1,0
  manfaat masyarakat kota jambi  ,1,0
  cctv sikoka kurang banyak  ,0,1
  bagus sekali  ,1,0
  sikojanya bagus aku suka  ,1,0
  mantap jambi kece  ,1,0
  pak fasha keren  ,1,0
  bagus cctv  ,1,0
  pokoknyo mantab  ,1,0
  satu kata maaannntaaab  ,1,0
  mantap wija boss ku  ,1,0
  enak nian biso ngintai wong  ,1,0
  ay dk jelas jugo itam be pas buka cctv nyo apo dio ooo  ,0,1
  nice  ,1,0
  mantap  ,1,0
  kurang mantap  ,0,1
  buruk  ,0,1
  suka  ,1,0
   ,1,0
  cctv dak akses  ,0,1
  mantab jambi  ,1,0
  inspirasi  ,1,0
  bagus  ,1,0
  kereeeeen sikoja  ,1,0
  oke  ,1,0
  good  ,1,0
   lengkap  ,1,0
   informatif  ,1,0
  jambi smart city keren milenial  ,1,0
   mantap fff  ,1,0
  cukup baik  ,1,0
  mantul  ,1,0
  jambi top  ,1,0
  baik  ,1,0
   bagus  ,1,0
  mantap jiwa  ,1,0
   baik  ,1,0
  mantap gan  ,1,0
  pilih pilih tipe mrek handphone semua handphone download  ,0,1
  amazing bingittt lh  ,1,0
    tai eror bae  ,0,1
  lumayan drpda lumanyun  ,1,0
  mntep  ,1,0
  pass  ,1,0
  daftar bkk tpi update update kok baca update versi baik sistem  ,0,1
    buka tiap klik lgsg tutup tulis jadi salah ulang beberapa  ,0,1
  baik biar lancar cari lowong kerja update bikin kartu kuning malah tolak mulu  ,0,1
  daftar   kartu kuning tinggal nungguu verifikasi malam pas buka malah sangka bukan warga kota tangerang tbtb lolos  ,0,1
  ni   tangeramg live masa tiap hari baru update teruss pagi instal sore pembaruann buang paket dong  ,0,1
  dong masa panjang npwp tangerang live coba hubung customer servis abain read doang dong pihak   daftar blk jadi susah sekarang make gituan teri terima kasih   ,0,1
  selamat pagi baru download register keteranganya nik   daftar padahal belum pernah register sekali bagaimana cara mperbaiki masalah  ,0,1
  beri informasi email wa latih sertifikat download download kali kali info by email wa sertifikat   download nyata sertifikat download mohon blast email luar   terima kasih  ,0,1
  banyak kurang menu status status sedia   tambah   saran tambah menu event latih gitu kalau putar tingkat mampu terampil edukasi manfaat kaum muda kaya anak kuliah  ,0,1
   impressed interested sekali   khusus u warga kota tng masalah login and password benar selalu gagal home pagenya langsung force closed tutup hp restart hasil tetap beberapa kali coba hp compatible   moga jadi masuk baik go live  ,1,1
  crash buka diupdate segera baik  ,0,1
  bagus beberapa menu bantu mudah urus beberapa banyak bug bagai contok menu daftar akta lahir selalu force close laku daftar akta lahir team moga depan bug - bug segera baik terima kasih  ,1,1
  metode bayar tambah dong sewa lapang jangan lewat virtubjb doang ribet soal punya bjb atm  ,0,1
  iring jalan waktu  ,1,0
  pernah bikin lahir eh jadi kata adminya cek download  ,0,1
  baru mulai pemutahiran data bagus  ,1,0
  server  eror  force close lihat menu bagus sayang sulit sekali perlu jobfair menscan loker apply cv kalau bad baik jangan scan barcode   lamar event bagus review anjlok karna bagus jadi yah  sayang  ,1,1
  sebener   kerja kagak  ,0,1
  masa fitur tiap klik malah suruh play store trans tangerang kalau pake dana kalau pake sistem 1x scan 1x transaksi perlu masuk menu masuk jumlah kalau satu yakin programmer tangerang live alam kalau main 1x scan 1x transaksi   lah tiap x scan kena saldo potong tarif kalau keluarga 10 orang  bayar pake vitur dana scan 10x nulis jumlah bikin ribet  ,0,1
  bantu selalu layan mudah layananan teri terima kasih  tlv live  ,1,0
    daftar bisa2   y  ,0,1
  daftar jobfairnya kok tulis jobfair bantu teri terima kasih   ,0,1
   mudah paham semua perangkat daerah level paling bawah paham bagai antisipasi pungli virtual ktp - e tera foto sesuai e - ktp virtual ktp - e guna perlu intansi  ,1,1
  masuk os android 12 miui 13 baik  ,0,1
  padahal bom laku daftar aplikasi tera daftar daftar susah banged sekarang masuk menu lupa pasword tambah no hp guna layan 1 jngan bagi banyak memori internal penuh bre kasi hp kentang kalau situ kan hp speak tuhan  ,0,1
  registrasi tangerang live tolak alas ktp tangerang kota ktp kabupaten tangerang registrasi  ,0,1
  regisnya kaya daftar pinjol pake ktp selfi  ,0,1
    cukup bagus lihat fungsi interaktif contoh justru kolom saran masuk   sendiri pilih bahasa khas gaya asn jaman kolonial i o milenial layan chat 24 7 jangan tanggung kalau masuk era digitalisasi tq  ,1,1
  baru registrasi nyata langsung keluar otomatis coba ikut jobfair langsung masuk data nyata time out lama coba beberapa kemudian coba daftar nyata bisa beberapa waktu  ,1,1
  habis update malah masuk dong baik  ,0,1
  bagus kok semua mudah jauh pungli teman ajar dulu baru komen   merasakanya kok semenjak pandemi akses butuh kerumun  ,1,0
  mohon maaf developer adminnya tnglive kok layan kartu kuning buka pas buka kok notifikasi  eror   lah daftar kartu kuning biar langsung ambiil bolak balik   fixin buru kata   mudah kok sulit terima kasih moga baca  cepat  fix developer adminnya  ,0,1
  benar baru kembang punya akun tangerang live upgrade versi baru mesti login ulang pas login pakai akun lama nyata akun daftar padahal   tuju mudah bukan sulit maaf bintang 1 jika baik login ubah nilai  ,0,1
  update login pesan  eror  user daftar coba   registrasi upload ktp masuk padahal 100  eror  token perlu webdev nanggung nih bikin   team implementator   testing dipublish yah  ,0,1
  masa banjir so far tinjau ubah tahun tahun lapor fast respon lampir foto tinjau kata koordinasi thats it  ,0,1
  parahh menu ubah profil upload paklaring muncul sim c suruh isi rt rw klik kalau akses banyak force close bikin  jangan  setengah2 pak  ,0,1
  banyak kurang  buruk sekali turut 1 login slalu timeout 2 salah server 3   login akhir masuk masuk nyata gambar muncul 1 padahal koneksi internet lancar padahal daftar jobsfair baik banyak orang luar sana  butuh kerja  ,0,1
  download e spppt pbb    ,0,1
  e - rapor muncul  ,0,1
    baik   bantu perlu baik sangkut beberapa tampil berita baru terupdate kalau semua masuk 1aplikasi  ,1,1
  diupdate versi 6 pakai jaring wifi susah sekali buka aplikas selalu time out pakai jaring data masalah semua lancar2  ,0,1
  verifikasi klik menu muncul perintah login padahal login klik balik menu profil sana   login verifikasi balik home pilih beberapa menu salah satu menu jobfair pas klik muncul perintah login padahal   login coba menu weather nyata lot mungkin jobfair jadi banyak akses saran   tim it mohon update jaring nd servernya lebh efisien  ,0,1
  verifikasi terlalu lama padahal lapor penting gardu jpu ledak  ,0,1
  si manfaat server kurang kuat   penguna terlalu banyak mohon tingkat server cepat kasi orang2 cari kerja lewat job fair datang lokasi bawa lamar tpi daftar lewat online pas daftar online lewat ni tng live sistem eror banyak pulang pada kecewa gabisiin ongkos donk mohon tingkat donk  ,0,1
  masyarakat kota tangerang suruh keluh lewat gilir keluh selesai contoh perihal kesemerawutan area pasar sipon tahun tahun tindak tegas  ,0,1
  mohon tingkat jadi beda perintah masa perintah selalu  eror  pas daftar keluar sendiri mohon tingkat  ,0,1
  maaf bapak ibu hormat saran hapus karna perhati manual ribet bukan malah makin mudah malah   banyak download datang luar jawa rasa sx bantu coba   jadi multi fungsi bukan jadi multi testing terima kasih  ,0,1
  daftar akta online gampang tinggal upload semua syarat perlu rt rw lurah langsung ambil disdukcapil beres  bagus faedah tingkat mudah luwes akses menu  ,1,0
  login padahal nik password sesuai coba mereset sandi pesan email masuk ada jawab sekali whatsapp email adminya mohon baik teri terima kasih   ,0,1
  kalau nyari it bener lah banyak bug publish ngisi data bener tau nama salah gtu edit   kartu kuning malah kata bukan  orang  tangerang aneh super aneh kocak lu  ,0,1
  suruh update kan ngabisin kapasitas kalau diupdate malah buka dong baik updatenya cukup 1 tahun sekali gitu dong  ,0,1
  cukup bantu bikin akta lahir anak ribet 2 hari jadi update ubah ktp 2 hari jadi semua ribet antri pakai jari jempol rumah fitur   kartu kuning ribet datang fitur ok cepat tanggap terima kasih team tl  ,1,1
  kamaren masuk log in sekarang gilir log in menu jobfair gambar gmna ngelamar padahal tinggal daftar doang berkas lengkap kata ngebantu penganguran   begini  eror  cepat   baik butuh kerja nih  ,0,1
  terkadang banyak ganggu kalau slalu tingkat respon cepat mudah erti masyarakat khusus kota tangerang  ,0,1
  perlu baik bug upload dokumen selalu force close android pie pdahal mslah koneksi mhon tanggap  terima kasih   ,0,1
   tarik unik profesional mudah paham mungkin dar tambah update baru  perlu sesuai kondisi butuh tangerang mantap  ,1,1
   sayang akun e - mail nik   daftar ktika  keluar  coba masuk  sulit  terima kasih  mohon timbang bantuanya  ,0,1
  halo baru tangerang live sedang cari kerja fitur kartu kuning job fairnya klik tiap klik malah jdi keluar mohon bantu cepat kerja teri terima kasih   ,0,1
  dong baik  a   instal pas buka loading  keluar   keluar  terang timeout padahal paket data jaring 4g sinyal full dong tangan nyah mending gw uninstal dahh ada respon sikit chat bantu lewat wa bals kaya gin ngabisin kuota gw doang  ,0,1
  ad mw daftar bapa   umkm   id sabakota   id sabakota nunggu verifikasi hari bahkan dri 1 minggu sedang waktu ikan cma per tanggal 20 oktober 12 november data bpum daftar nunggu lama nyata gagal pas mw daftar trnyata kalau becus usah sulit rakyat  ,0,1
  kasih saran   banyak bug henti sendiri rentan susup tangan2 jail kasih 3 dulu kl baik admin baru instal teri terima kasih   ,0,1
  terang akte jadi 7 minggu daftar 11 desember 2019 ini 4 januari 2020 jadi2 terang proses waktu daftar hadeeeh sih sesuai terang 7 hari  ,0,1
  dong kak download harap bermanfat mudah proses cari kerja jobfair   timout sistem selalu eror lah bukan bantu malah bikin jengkel barcode karna daftar selesai kendala timeout sistem eror kemaren  ,0,1
  mudah   dapetin info putar kota tangerang kendala pas   surat antar rt rw via gabisa input data pertama kolom nama gabisa masuk data nama coba simpan data malah jadi salah  eror  nyata rt rw temu mohon minta bantu developer baik tau tiap langsung datang rt rw cara online  ,1,1
  baik   daftar akun ganggu server padahal koneksi lancar pas login susah selalu masalah server  ,0,1
  apresiasi 5 bintang seding keluh ni mohon bantu coba buka banyak fitur tangerang live sayang malah arah google play v -  tore bukan 1 fitur cukup banyak sekian mohon bantu wassalamualaikum  ,1,1
  beberapa kali komplain laksa u adu warga  kecewa masalah   selesai   solusi langsung diclose seolah2 masalah selesai clear tambah jengkel adu langsung diclose jawab beri asal2an jawab lama tgl edit seolah2 dijwbnya 1 hari stlh warga komplain abs asal bapak senang bohong orang2 pemda  ,0,1
  sebenerya  bantu sayang bnyk kurang suka keluar sendiri oia program pkh kalau daftar sini karna kalau tingkat rt lurah suka sincron  ,1,1
  dear admin pasca update v 6 1 28 tanglive gawai fungsi sempurna buffering loading masuk tampil muka interface dashboard jadi mohon informasi email kontak developer mohon responnya  ,0,1
  bagus cek kk ktp status cetak ktp elektronik mohon ikan arah jelas bagaimana biar bingung sedang   punya e - ktp kalau makin baik tambah bintang  ,1,1
  mohon baik server  eror  mulu siang daftar tlp via wa call center sibuk semua jelas depan event mohon siap baik teri terima kasih   ,0,1
  dong admin tim sport lapang gor cimak hari kamis jam 9 malem pencet bulan februari keluarin tanggal semua orang cimak pake fasilitas dikomplek sendiri  ,0,1
  ngurus baharu ktp verifikasi isi biodata foto ktp rusak foto diri sendiri awal tunggu gilir ngecek suruh update   instal instal malah histori ilang  ,0,1
  kecewa suka eror timeout keluar sendiri gilir install ulang kaya gtu jelek ttp terima kasih   bikin  ,1,1
  punya kok veritifikasi daftar awal keluar 1 sepetember 2020 nunggu veritifikasi sekarang 7 september 2020 veritifikasi yang tanggal 4 daftar veritifikasi semua lah teliti  ,0,1
  tambah sekarang e - ktp virtual sayang keluh kirain mah statuskalauselesai emang benar2 pecah masalah tau selesai jawab doang hihihihi keluh  tetap  selesai  ,1,1
  registrasi gagal dulu masuk nomor kk email   daftar sekarang jadi ribet admin mudah tuju mudah masyarakat so mohon bantu  ,0,1
  lapor laksa tulis tanggap lama 2x24 jam adu anggap selesai otomatis kasih tanggap kolom komen kirim terang jadi salah silah coba beberapa jadi sengaja adu anggap selesai otomatis  ,0,1
  perlu banyak baik gilir hari   job fait malah bsa buka ganti sandi email kata kirim pas buka kotak masuk email pas vertifikasi email kata kirim email nyata  ,0,1
  dasar ngelolosin verifikasi   bantu modal dlm program tangerang survei dasar nik kurang tepat sasar bantu modal uninstall  ,0,1
  jelek kata trdaftar bsa login admin bantu lelet hari wa 3 hari kemudian baru bales payah kalau bikin tidak usah bikin  ,0,1
  kurang mutu perlu mudah pemakaiaannya utama layan didik terferivikasi susah   buka erapor selalu tulis data temu mudah  ,0,1
  bagus versi bufering gitu klik beberapa item tulis   verifikasi   log in padahal punya   verifikasi hadeh  ,0,1
  mohon maaf entah hp memang semua hp sedikit  eror  baik tampil input daftar akte anak lahir 60 hari tampil input tampil input kan data warna putih blank mohon admin respons update 2 kali masalah  ,0,1
   bantu cari kerja proses mudah bawa hasil luar biasa rekomendasi mobile banking mudah fasilitas lumayan komplit  ,1,1
  kntl pecat semua programmernya banyak bug daftar kartu kuning  eror  path temu upload berkas foto  ,0,1
  mohon tinjau positif update tingkat performa buang buang anggar baik alokasi didik sehat jelas minta antar cek kk tidak   akte lahir 3 bulan sekarang proses padahal jelas satu minggu selesai  ,0,1
  gmna kasih bintang 5 sedang server down cepat baik jobfair malah down   butuh kerja jangan sulit  ,0,1
  it - jadi bug keluar sendiri upload foto data jadi ulang habis update    ,0,1
  usul mending   versi web kalau buka via   baru ampun deh kasih 1 bintang dulu kalau baik melulu bikin via web baru kasih bintang  ,0,1
  kasih bintang 3 kendala bikin kartu kuning ubah foto profil malah keluar dong baik biar lancar bagus   depan jadi gabisa lamar kerja kalau gabikin kartu kuning  ,0,1
  sebenernya neng pakai bikin males tuh baru mulu -   -  sekarang kalau baru masuk registrasi nunggu konfirmasi admin coba padahal tahun kaya gin  ,0,1
  lumayan bantu gampang saran hebat kalau tambah layan e - samsat bayar ecek pajak kendara motor cara online  ,1,1
  update akun otomatis hapus coba login notifnya akun daftar padahal alamat email passwordnya benar bagaimana sedang semua lamar via jobfair tangerang live  ,0,1
  giat jobfair pas masuk malah muncul muncul eror dong baik kalau ikut job fair aplikasi ikut job fair  ,0,1
  daftar   akte hampir 3 bulan status daftar sebenernya ngerjain sih kan tuju mudah bukan bingung jadi jelas gin tangerang live bagus versi akte anak langsung jadi 1 bulan  ,0,1
  kurang untung     3 bulan aju bantu saat verifikasi mulu cetak akte anak aju tiap buka slalu update malas jadi  ,0,1
  beberapa fitur bom  a mendownload2 tiap kali klik etransport sekali klik langsung konek download2 design bagus  ,1,1
  ikut susah minta ampun pertama alas tunggu tanggal sekian bru apply kuota penuh kota tunggu bla bla terang beda padahal tinggal klik lamar duank bisa taiiiiii  ,0,1
  banyak bug baik hasil tindak lanjut instansi kait upa foto tampil masyarakat lihat feedback sebut depan mungkin satu masyarakat perlu menginstal contoh plesiran  ,0,1
  bantu   sayang bentar2 baru mulu update capek dehh daftar bpumkm disurvae eh malah kata nik ktp daftar databest dukcapil nih orang bikin nik bukan emang ktp luar daerah y mungkin luar daerah daftar xxxx rezeki  ,1,1
  login muncul tulis timeout salah server   coba tapi coba bisa timeout salah server baik daftar jobfair  ,0,1
  adminnya kurang teliti etik ulang verifikasi data nama alamat salah eja sulit saat liat erapor anak dsitu tulis data temu mohon adminnya teliti sulit mohon konfirmasi teri terima kasih   ,0,1
  kudu perbaikin tiap daftar selalu koneksi internet padahal make wifiseluruh tiap masuk  ,1,1
  segera realisasi menu sinkronisasi data karna sulit registrasi situs sobatdukcapil kota tangerang bagus  ,1,1
  slow respon kalau email padahal ken ikut job fair daftar proses minggu tunggu job fair selesai alangkah baik luncur diujicobakan dulu lihat daftar dulu  ,1,1
  isi data pribadi berkas harap coba padahal koneksi bagus kapan baik sistem selesai  ,0,1
  kok aneh   mulai tanggal 1 5 september 2020 download pas tanggal 2 september 2020 pas lamar kerja jobfair baru apply tanggal 04 september 2020 pas tanggal 04 klik malah kuota full semua  ,0,1
  bagus lumayan cepat lowong kerja pernah update baru tahun kemaren lowong kerjakalaubaharu lowong kerja karna kasihan banyak anggur kota tangerang  ,1,1
  enggak malah enggak daftar alas server  eror  kalau enggak niat   buka lowong mending enggak usah buka rakyat indonesia cari kerja sulit mulu bangsa indonesia maju kalau sulit percuma ngadain lowong besar nyata enggak pake  ,0,1
  mohon update layan ekonomi pdam tb laku bayar   jadi untuk ecek tagih teri terima kasih  maju kota tangerang sejahtera warga  ,1,1
  tetap kasih bintang 5 panggil kerja  kecewa laku update tangerang live tidak login ulang akun tidak daftar mohon baik  ,1,1
  server baik kali kali login selalu baca jadi salah server time out keluar sendiri teri terima kasih   ,0,1
  kirim lamar kok pemberitahuan milik verifikasi kartu kuning sedang pas buka kartu kuning malah suruh login padahal kan login sih  ,0,1
  kok pilih menu transportasi malah arah menu plesiran kalau tiap halte cantum jadwal berangkat bis jadi tahu kapan jam jam bis  ,0,1
  bohong masa verifikasi email 7hr login terang 48jam 1 minggu akun verifikasi koment bagus orang dalem  ,0,1
  info punya suket   ganti ektp saat ada ektpnya hampir 2th lama   cek kerja pns gaberes  ,0,1
  banyak layan pas buka mesti download   sangkut helloooo bikin satu   banyak fungsi baik lah pikir ajah sih   instal tangerang live klau gunain fitur mesti download   dukung  ,0,1
  sih daftar   akte proses 2 hari kemudian minta update pas update malah gbs cek sts malah nik temu lah baik mudah sulit  ,0,1
   bantu sekali layan publik khusus kota tangerang mohon tepat sasar urus administrasi mudah bolak balik instansi kait mohon alokasi   benar  ,1,1
  layan  kecewa ngurus online datang langsung  kurang baik  kecewa layan semua layan sulit  ,0,1
  dpt info   bansos dwnld uda regis verif ktp foto malah staf ny alamatny salah masuk tangerang bukan tangsel kontak staf ny malah tolak layak terima bantu krn bukan areany kan bukan salah ada solusi beri  ,0,1
  dulu daftar bpum   terima nyesel pas tetangga daftar lewat sabakota   malah sebenernya bener2 ngecheck gabsih tau yaa butuh skrg pgn daftar ulang bsa nyeseelll  padahal  status temu  ,0,1
  nanya dong pas pertama kali tangerang live tetapi pas update kan surih registrasi pas registrasi verifikasi tolak yah   kirim via wa tanggap mohon konfirmasi dong  ,0,1
  nik ektp orang registrasi tangerang live registrasi selalu gagal nik selalu daftar solusi mohon baik sangkut data pribadi  ,0,1
  filter usaha pasang loker sini jobfair cara langsung  jangan  ikut2an kliatan aktif mata pemkot daftarfebruari sekarang status   dlm proses ubahawal awas biar tahu lanjut memang usaha proses memang sistem update terima kasih  ,0,1
  aneh tiap buka baharu kalau baharu bsa buka usah proses proses kalau niat buka loker baik jangan buka kasi harap banyak paham ni recruitmen  ,0,1
  siap cara server dipakasaakan akhir lag macet saran kalau event misal jobfair mending alih web buka jauh2 hari daftar  ,0,1
  lama lama makin besar kuota tiap minggu sekali diuppdate jdii agk kurang muas terima kasih  ,0,1
  unik butuh pertama kali   akte lahir   anak jenis kelamin perempuan mudah2an depan baik tingkat semua fasilitas terima kasih tangerang live  ,1,0
  bintang 3 karna maaf bingung tiap daftar akte isi tanggal jam slalu keluar perintah tutup kirim ulang padahal   kosong memori hp  ,0,1
  dong baik masa masuk abis blank hitam notif henti bantu khusus   hp spek rendah mohon baik  ,0,1
  aneh nyata register hasil gilir cek menu ktp kk daftar luar tangerang email wa custemer service balas   tanya mohon jelas pak bu teri terima kasih   ,0,1
  sih daftar masuk baik dong kalau niat kurang anggur waktu lamar kerja 3 hari daftar tolol  ,0,1
  selalu update mulu isi yah smaa baru berapa hari update pas buka update status nyebelin nih dong baharu jangan suruh update mulu  ,0,1
  sya ecek nik kk pkrjaan sya mudah skrang baharu sya ecek nik kk sebut terang data bagai warga luar kota tangerang padahal jelas sya orang tangerang login nik ktp tangerang sekarang tangerang live mudah kerja sya rasa kecewa  ,0,1
  tingkat lgi karna upload berkas bagus sii bagus tpi baik lgi update gilir jobfair ajhh lama bulan nunggunya gmna si parah  ,0,1
  mantapp senang jadi warga kota tangerang mudah registrasi kok pake resi penting sesuai terang registrasi pakai pakai sopan jelas gambar  ,1,0
  ganggu server mulu si baik servernya koneksi kasi atuh cari kerja lewat job fair  ,0,1
  kalau siap usah pake dulu deh kaya gin   bapak bikin usul bapak pimpin hormat malah bikin malu dapet caci maki banyak pihak  bantu     isi data diri daftar segera baik caci maki malu tangerang sendiri  ,0,1
  pas registrasi kok punya nik ktp daftar padahal pernah daftar tau rekan kerja mohon cerah bapak ibu admin akses teri terima kasih   ,0,1
  makin kesini makin ribet nih masa iya registrasi upload ktp   dimintain selfie ktp serasa daftar lowong kerja padahal tinggal konek email enak ribet ngecek ektp kudu begini puyeng  ,0,1
  sedih aku tuh mind ktp jakarta domisili kota tangerang karawaci baru pasar bandeng nunggu nge aply tangeranglive job fair online nunggu jam 00 00 pas aply ngeheng pending tengah 2 pas tengah 2 tangerang live normal bisa nge aply lowong kerja muncul tulis kuota penuh huhuh perintah maksimal jangan down  ,0,1
  daftar loh hasil kok pas hari h buka server baik gimna cara scan masuk  ,0,1
  padahal registrasi sesuai atur proses verifikasi lama 5 hari verifikasi padahal chat whatsapp email respon  ,0,1
  update login lihat stts ektp cetak   hampir 4 bulan ektp   jga jadi paraaaaaaah  ,0,1
  jelas tiap update software logout sendiri masuk 2x kaya gin jadi males sumpah  ,0,1
  akses   daftar jadi salah server coba krn sinyal banyak pakai  eror  yaa help me  ,0,1
  bikin   bener lah it becus eror ni   update  eror  cari bagus napa kerja it aju sabakotabulan oktober awal verifikasi realisasi temen temen   realisasi semua realisasi aju bareng temen harus adu siapa kalau  ,0,1
  perlu sigap baik nih pas buka jadi salah server   sih siap   buka banyak orang kalau emang daftar job fair     thank you  ,0,1
  tangan daftar akun kurang responship verifikasi data sehinggal registrasi akun terlalu lama turut aku sih  ,0,1
  admin kerjasama selalu masalah pada login mohon tunggu   proses verifikasi     tak bantu  ,0,1
  gor cibodas update sport biar warga olah raga  ,0,1
